Frame Start,Predicted Labels
0,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
16,gaze_on_road/looking_road;hands_using_wheel/only_left
32,gaze_on_road/looking_road
48,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
64,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
80,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
96,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
112,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
128,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
144,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
160,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
176,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
192,gaze_on_road/not_looking_road;hands_using_wheel/only_left
208,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
224,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
240,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
256,gaze_on_road/looking_road;hands_using_wheel/only_left
272,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
288,gaze_on_road/looking_road;hands_using_wheel/only_left
304,gaze_on_road/not_looking_road;hands_using_wheel/only_left
320,driver_actions/talking_to_passenger;gaze_on_road/not_looking_road;hands_using_wheel/both
336,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
352,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
368,gaze_on_road/looking_road;hands_using_wheel/only_left
384,gaze_on_road/looking_road;hands_using_wheel/only_left
400,gaze_on_road/looking_road;hands_using_wheel/only_left
416,gaze_on_road/looking_road;hands_using_wheel/only_left
432,gaze_on_road/looking_road;hands_using_wheel/only_left
448,gaze_on_road/looking_road;hands_using_wheel/only_left
464,gaze_on_road/looking_road;hands_using_wheel/only_left
480,gaze_on_road/looking_road;hands_using_wheel/only_left
496,gaze_on_road/looking_road;hands_using_wheel/only_left
512,gaze_on_road/looking_road;hands_using_wheel/only_left
528,gaze_on_road/looking_road;hands_using_wheel/only_left
544,gaze_on_road/looking_road;hands_using_wheel/only_left
560,gaze_on_road/not_looking_road;hands_using_wheel/only_left
576,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
608,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
624,gaze_on_road/looking_road;hands_using_wheel/only_left
640,gaze_on_road/looking_road;hands_using_wheel/only_left
656,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
672,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
688,gaze_on_road/looking_road;hands_using_wheel/only_left
704,gaze_on_road/looking_road;hands_using_wheel/only_left
720,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
736,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
752,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
768,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
784,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
800,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
816,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
832,gaze_on_road/looking_road;hands_using_wheel/only_left
848,gaze_on_road/looking_road;hands_using_wheel/only_left
864,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
880,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
896,gaze_on_road/looking_road;hands_using_wheel/only_left
912,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
928,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
944,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
960,gaze_on_road/not_looking_road;hands_using_wheel/only_left
976,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
992,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1008,gaze_on_road/looking_road;hands_using_wheel/only_left
1024,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1040,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1056,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1072,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
1088,gaze_on_road/not_looking_road;hands_using_wheel/only_left
1104,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1120,gaze_on_road/looking_road;hands_using_wheel/only_left
1136,gaze_on_road/looking_road;hands_using_wheel/only_left
