Frame Start,Predicted Labels
0,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
16,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
32,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
48,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
64,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
80,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
96,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
112,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
128,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
144,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
160,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
176,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
192,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
208,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
224,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
240,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
256,gaze_on_road/looking_road;hands_using_wheel/only_left
272,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
288,gaze_on_road/looking_road;hands_using_wheel/only_left
304,gaze_on_road/looking_road;hands_using_wheel/only_left
320,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
336,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
352,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
368,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
384,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
400,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
416,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
432,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
448,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
464,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
480,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
496,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
512,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
528,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
544,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
560,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
576,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
608,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
624,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
640,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
656,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
672,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
688,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
704,gaze_on_road/looking_road;hands_using_wheel/only_left
720,gaze_on_road/looking_road;hands_using_wheel/only_left
736,gaze_on_road/looking_road
752,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
768,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
784,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
800,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
816,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
832,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
848,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
864,gaze_on_road/looking_road;hands_using_wheel/only_left
880,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
896,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
912,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
928,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
944,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
960,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
976,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
992,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1008,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1024,gaze_on_road/looking_road;hands_using_wheel/only_left
1040,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1056,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1072,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1088,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1104,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1120,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1136,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1152,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1168,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1184,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1200,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1216,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1232,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1248,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1264,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1280,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1296,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1312,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1328,gaze_on_road/looking_road;gaze_on_road/not_looking_road
