Frame Start,Predicted Labels
0,gaze_on_road/looking_road
16,gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
32,gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
48,driver_actions/safe_drive;gaze_on_road/looking_road
64,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
80,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
96,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
112,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
128,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
144,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
160,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
176,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
192,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
208,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
224,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
240,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
256,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
272,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
288,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
304,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
320,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
336,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
352,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
368,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
384,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
400,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
416,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
432,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
448,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
464,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
480,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
496,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
512,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
528,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
544,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
560,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
576,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
608,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left;talking/talking
624,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
640,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
656,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
672,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
688,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
704,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
720,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
736,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
752,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
768,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
784,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
800,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
816,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
832,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
848,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
864,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
880,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
896,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
912,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
928,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
944,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
960,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
976,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
992,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1008,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1024,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1040,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1056,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1072,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1088,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1104,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1120,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1136,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1152,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1168,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1184,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1200,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1216,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1232,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1248,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1264,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1280,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1296,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1312,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left;talking/talking
1328,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left;talking/talking
1344,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left;talking/talking
1360,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1376,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1392,driver_actions/radio;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1408,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1424,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1440,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1456,driver_actions/radio;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1472,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1488,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left;talking/talking
1504,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1520,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1536,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1552,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1568,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1584,driver_actions/reach_side;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1600,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1616,driver_actions/reach_side;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1632,driver_actions/reach_side;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1648,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1664,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1680,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1696,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1712,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1728,driver_actions/unclassified;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1744,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1760,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1776,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1792,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1808,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1824,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1840,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1856,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1872,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1888,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1904,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1920,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1936,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1952,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1968,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
1984,driver_actions/drinking;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
2000,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
2016,driver_actions/reach_side;driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
2032,driver_actions/reach_side;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
2048,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
2064,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
2080,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
2096,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
2112,driver_actions/reach_side;driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
2128,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2144,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2160,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2176,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2192,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2208,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2224,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2240,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
2256,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
2272,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
2288,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2304,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2320,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2336,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2352,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2368,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2384,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2400,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2416,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2432,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2448,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2464,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2480,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2496,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2512,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2528,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2544,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2560,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2576,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2608,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2624,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2640,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2656,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2672,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2688,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2704,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2720,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2736,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2752,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2768,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2784,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2800,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2816,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2832,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2848,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2864,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2880,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
2896,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
2912,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
2928,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left
2944,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
2960,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/only_left;talking/talking
2976,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left;talking/talking
2992,gaze_on_road/looking_road;talking/talking
3008,gaze_on_road/looking_road;gaze_on_road/not_looking_road;talking/talking
3024,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3040,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3056,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3072,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3088,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3104,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
3120,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3136,driver_actions/safe_drive;driver_actions/talking_to_passenger;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;talking/talking
3152,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
3168,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
