Frame Start,Predicted Labels
0,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
16,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
32,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
48,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
64,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
80,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
96,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
112,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
128,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
144,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
160,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
176,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
192,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
208,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
224,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
240,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
256,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
272,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
288,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
304,driver_actions/radio;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
320,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
336,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
352,driver_actions/radio;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
368,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
384,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
400,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
416,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
432,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
448,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
464,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
480,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
496,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
512,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
528,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
544,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
560,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
576,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
608,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
624,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
640,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
656,driver_actions/radio;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
672,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
688,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
704,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
720,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
736,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
752,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
768,driver_actions/radio;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
784,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
800,driver_actions/radio;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
816,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
832,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
848,driver_actions/phonecall_left;gaze_on_road/looking_road;hands_using_wheel/only_right
864,driver_actions/phonecall_left;gaze_on_road/looking_road;hands_using_wheel/only_right
880,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_right
896,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
912,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
928,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
944,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
960,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
976,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
992,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1008,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1024,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1040,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1056,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1072,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1088,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1104,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1120,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1136,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1152,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1168,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1184,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1200,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1216,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1232,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
1248,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1264,driver_actions/reach_side;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1280,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1296,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1312,driver_actions/unclassified;gaze_on_road/looking_road;hands_using_wheel/only_left
