Frame Start,Predicted Labels
0,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
16,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
32,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
48,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
64,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
80,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
96,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
112,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
128,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
144,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
160,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
176,gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
192,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
208,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
224,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
240,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
256,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
272,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
288,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
304,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;talking/talking
320,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
336,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
352,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/both;hands_using_wheel/only_left;talking/talking
368,driver_actions/change_gear;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
384,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
400,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left;talking/talking
416,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
432,driver_actions/safe_drive;gaze_on_road/looking_road;hand_on_gear/hand_on_gear;hands_using_wheel/only_left
448,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
464,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
480,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
496,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
512,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
528,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
544,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
560,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
576,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
592,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
608,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
624,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
640,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
656,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
672,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
688,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
704,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
720,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
736,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
752,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
768,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
784,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
800,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
816,driver_actions/reach_side;driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both;hands_using_wheel/only_left
832,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
848,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
864,driver_actions/reach_side;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
880,gaze_on_road/looking_road;hands_using_wheel/only_left
896,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
912,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
928,gaze_on_road/looking_road;hands_using_wheel/only_left
944,gaze_on_road/looking_road;hands_using_wheel/only_left
960,gaze_on_road/looking_road;hands_using_wheel/only_left
976,driver_actions/hair_and_makeup;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
992,gaze_on_road/looking_road;hands_using_wheel/only_left
1008,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
1024,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
1040,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
1056,driver_actions/drinking;gaze_on_road/looking_road;hands_using_wheel/only_left
1072,driver_actions/hair_and_makeup;gaze_on_road/looking_road;hands_using_wheel/only_left
1088,driver_actions/reach_side;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1104,driver_actions/reach_side;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1120,gaze_on_road/looking_road;hands_using_wheel/only_left
1136,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1152,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both;hands_using_wheel/only_left
1168,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1184,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1200,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1216,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1232,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1248,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1264,driver_actions/safe_drive;gaze_on_road/looking_road;hands_using_wheel/both
1280,driver_actions/safe_drive;gaze_on_road/looking_road;gaze_on_road/not_looking_road;hands_using_wheel/both
1296,driver_actions/reach_side;gaze_on_road/not_looking_road;hands_using_wheel/only_left
1312,gaze_on_road/looking_road;hands_using_wheel/only_left
1328,driver_actions/reach_side;gaze_on_road/looking_road;hands_using_wheel/only_left
1344,gaze_on_road/looking_road;hands_using_wheel/only_left
